id,title,imdbID,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,US Gross,Worldwide Gross,US DVD Sales,Production Budget,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,IMDB Rating,IMDB Votes
3798,What Lies Beneath,161081,2000,what_lies_beneath,5.5,122,55,67,45,5.1,30,13,17,43,3.1,17841,61,155464351,288693989,,90000000.0,PG-13,130.0,Dreamworks SKG,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Robert Zemeckis,6.5,45633.0
3814,Love and Death,73312,1975,love_and_death,8,15,15,0,100,0,1,1,0,100,4,4797,88,20123742,20123742,,3000000.0,,,MGM,Original Screenplay,Comedy,,Woody Allen,7.6,12111.0
3820,Thomas and the Magic Railroad,205461,2000,thomas_and_the_magic_railroad,3.9,65,12,53,18,4.3,19,5,14,26,2.8,700,41,15911332,15911332,,19000000.0,G,,Destination Films,Based on Book/Short Story,Adventure,Fantasy,,2.7,1613.0
3821,Nutty Professor II: The Klumps,144528,2000,nutty_professor_ii_the_klumps,4.4,84,22,62,26,4.8,22,8,14,36,2.7,14847,53,123307945,161600000,,84000000.0,PG-13,107.0,Universal,Remake,Comedy,Contemporary Fiction,Peter Segal,4.3,17075.0
3824,Autumn in New York,174480,2000,autumn_in_new_york,4.1,68,14,54,20,3.6,19,3,16,15,3,6655,56,37752931,90717684,,40000000.0,PG-13,106.0,MGM,Original Screenplay,Drama,Contemporary Fiction,Joan Chen,4.8,9309.0
3826,Hollow Man,164052,2000,hollow_man,4.4,112,31,81,27,3.8,29,5,24,17,2.6,18221,35,73209340,191200000,,90000000.0,R,112.0,Sony Pictures,Original Screenplay,Horror,Science Fiction,Paul Verhoeven,5.5,41499.0
3827,Space Cowboys,186566,2000,space_cowboys,6.8,114,90,24,78,7,28,23,5,82,3,9433,49,90454043,128874043,,65000000.0,PG-13,130.0,Warner Bros.,Original Screenplay,Adventure,Science Fiction,Clint Eastwood,6.3,29983.0
3830,Psycho Beach Party,206226,2000,psycho_beach_party,5.5,31,17,14,54,4.4,7,2,5,28,3.3,1978,62,267972,267972,,4000000.0,Not Rated,,,,Comedy,,,6.0,3085.0
3831,Saving Grace,195234,2000,,6,88,56,32,63,6.3,23,15,8,65,3.8,3065,82,12178602,24325623,,4000000.0,R,,Fine Line,Original Screenplay,Comedy,Contemporary Fiction,,6.8,8543.0
3837,Phantasm II,95863,1988,phantasm_2,3.9,14,4,10,28,0,1,0,1,0,0,0,0,7000000,7000000,,3000000.0,,,Universal,,Horror,Fantasy,,6.3,3781.0
3857,Bless the Child,163983,2000,bless_the_child,2.9,97,3,94,3,2.4,28,0,28,0,2.8,4085,45,29374178,40435694,,40000000.0,R,108.0,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Fantasy,Chuck Russell,4.8,7765.0
3858,Cecil B. DeMented,173716,2000,cecil_b_demented,5.6,78,40,38,51,4.4,24,8,16,33,3.4,2682,65,1276984,1953882,,10000000.0,R,,Artisan,Original Screenplay,Black Comedy,Contemporary Fiction,John Waters,5.9,7565.0
3861,The Replacements,191397,2000,replacements,4.9,105,42,63,40,4.5,32,11,21,34,3.1,15029,70,44737059,50054511,,50000000.0,PG-13,118.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Howard Deutch,6.2,21542.0
3863,The Cell,209958,2000,cell,5.3,142,65,77,45,4.5,31,13,18,41,2.8,13598,55,61280963,61280963,,35000000.0,R,109.0,New Line,Original Screenplay,Thriller/Suspense,Science Fiction,,6.2,36961.0
3865,The Original Kings of Comedy,236388,2000,original_kings_of_comedy,6.9,87,75,12,86,7.1,29,26,3,89,3.7,3266,81,38168022,38236338,,3000000.0,R,116.0,Paramount Pictures,Based on Real Life Events,Concert/Performance,Factual,Spike Lee,6.2,3258.0
3879,The Art of War,160009,2000,1099604-art_of_war,3.9,80,13,67,16,3.8,25,6,19,24,2.9,3794,45,30199105,30199105,,40000000.0,R,117.0,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Christian Duguay,5.5,12484.0
3882,Bring It On,204946,2000,bring_it_on,6,115,73,42,63,5.7,32,19,13,59,3.1,100795,68,68353550,90453550,,10000000.0,PG-13,99.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Peyton Reed,5.9,30309.0
3884,Star Trek,796366,2009,star_trek_11,8.1,281,265,16,94,7.8,41,38,3,92,4.1,380680,91,257730019,385680447,98317480.0,140000000.0,PG-13,,Paramount Pictures,Based on TV,Adventure,Science Fiction,J.J. Abrams,8.2,134187.0
4463,Star Trek,60028,1966,,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,257730019,385680447,98317480.0,140000000.0,PG-13,,Paramount Pictures,Based on TV,Adventure,Science Fiction,J.J. Abrams,8.2,134187.0
3889,Highlander: Endgame,144964,2000,highlander_endgame,3.3,53,6,47,11,3.6,13,2,11,15,2.8,5402,49,12801190,12801190,,15000000.0,R,,Miramax/Dimension,Original Screenplay,Action,Fantasy,,4.3,8421.0
3893,Nurse Betty,171580,2000,nurse_betty,7.2,129,108,21,83,6.6,33,24,9,72,2.6,4271,37,25170054,27732366,,24000000.0,R,110.0,USA Films,Original Screenplay,Black Comedy,Contemporary Fiction,Neil LaBute,6.4,20354.0
3895,The Watcher,204626,2000,watcher,3.4,87,9,78,10,3.3,25,2,23,8,2.7,3820,36,28946615,47267829,,33000000.0,R,97.0,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,3.7,959.0
3896,The Way of the Gun,202677,2000,way_of_the_gun,5.4,102,48,54,47,4.9,24,10,14,41,3.3,5742,68,6047856,13061935,,9000000.0,R,,Artisan,Original Screenplay,Action,Contemporary Fiction,,6.5,17513.0
3897,Almost Famous,181875,2000,almost_famous,7.8,159,139,20,87,7.1,33,26,7,78,3.7,57797,89,32522352,47371191,,60000000.0,R,123.0,Dreamworks SKG,Original Screenplay,Comedy,Dramatization,Cameron Crowe,8.0,94424.0
3898,Bait,211938,2000,1100039-bait,4.2,81,21,60,25,3.4,22,4,18,18,2.9,2354,44,15325127,15471969,,35000000.0,R,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,5.6,5143.0
3901,Duets,134630,2000,1100086-duets,3.9,88,18,70,20,3.9,25,5,20,20,2.9,2253,44,4734235,4734235,,16000000.0,R,,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,,5.7,5340.0
3903,Urbania,182508,2000,urbania,6.8,27,19,8,70,7.2,6,4,2,66,3.6,469,73,1032075,1032075,,225000.0,R,,Lionsgate,Based on Play,Drama,Contemporary Fiction,,6.7,2218.0
3908,Urban Legends: Final Cut,192731,2000,urban_legends_final_cut,3,78,7,71,8,2.6,20,1,19,5,2.5,5717,35,21468807,38574362,,15000000.0,R,98.0,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,,3.7,7609.0
3909,Woman on Top,206420,2000,woman_on_top,4.8,95,33,62,34,4.7,28,9,19,32,3,2022,44,5018450,10192613,,8000000.0,R,,Fox Searchlight,Original Screenplay,Romantic Comedy,Contemporary Fiction,,4.9,4743.0
3910,Dancer in the Dark,168629,2000,dancer_in_the_dark,6.7,113,76,37,67,6.2,26,17,9,65,4.1,17700,90,4157491,45557491,,12500000.0,R,,Fine Line,Original Screenplay,Musical,Contemporary Fiction,,7.8,36542.0
3911,Best in Show,218839,2000,best_in_show,7.5,107,101,6,94,7.6,29,28,1,96,3.7,12719,87,18621249,20695413,,6000000.0,PG-13,90.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,7.4,24484.0
3912,A Beautiful Mind,268978,2001,beautiful_mind,7.1,180,140,40,77,7.2,37,30,7,81,3.9,103150,91,170708996,316708996,,78000000.0,PG-13,135.0,Universal,Based on Magazine Article,Drama,Dramatization,Ron Howard,8.0,126067.0
3914,The Broken Hearts Club: A Romantic Comedy,222850,2000,broken_hearts_club,6,27,17,10,62,0,4,3,1,75,3.6,2111,70,1744858,2022442,,1000000.0,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,,6.6,3731.0
3916,Remember the Titans,210945,2000,remember_the_titans,6.3,130,94,36,72,5.8,32,20,12,62,3.9,91483,91,115654751,136706683,,30000000.0,PG,113.0,Walt Disney Pictures,Based on Real Life Events,Drama,Contemporary Fiction,Boaz Yakin,7.5,49844.0
3917,Hellraiser,93177,1987,hellraiser,5.9,30,19,11,63,0,3,0,3,0,3.4,13712,77,14564000,14564000,,1000000.0,,,New World,Based on Book/Short Story,Horror,Fantasy,,7.0,22442.0
3943,Bamboozled,215545,2000,bamboozled,5.4,96,46,50,47,5.5,32,16,16,50,3.6,2334,74,2185266,2373937,,10000000.0,R,,New Line,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,6.3,5958.0
3946,Get Carter,208988,2000,1100569-get_carter,3.6,60,7,53,11,2.9,19,1,18,5,2.5,4003,31,14967182,19417182,,40000000.0,R,,Warner Bros.,Remake,Drama,Contemporary Fiction,,4.8,14196.0
3948,Meet the Parents,212338,2000,meet_the_parents,6.9,140,118,22,84,7.1,35,29,6,82,3.6,119331,79,166225040,301500000,,55000000.0,PG-13,108.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Jay Roach,7.0,84924.0
3952,The Contender,208874,2000,1100998-contender,6.7,128,97,31,75,6.2,34,25,9,73,3.5,2093,72,17804273,17804273,,9000000.0,R,,Dreamworks SKG,Original Screenplay,Drama,Contemporary Fiction,Rod Lurie,6.9,13709.0
3954,Just Looking,162236,1999,just_looking,5.3,21,9,12,42,4.7,5,1,4,20,3.1,291,54,39852,39852,,3000000.0,R,,,,,,Jason Alexander,6.3,949.0
3955,The Ladies Man,213790,2000,1101029-ladies_man,3.2,71,8,63,11,3.3,18,3,15,16,2.6,2790,43,13592872,13719474,,11000000.0,R,,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,4.7,6556.0
3956,Lost Souls,160484,2000,1101034-lost_souls,3,89,6,83,6,2.6,26,0,26,0,2.6,2140,26,16779636,31320293,,28000000.0,R,,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,4.5,6639.0
3967,Billy Elliot,249462,2000,billy_elliot,7.2,114,97,17,85,7.3,33,29,4,87,3.4,21103,82,21995263,109280263,,5000000.0,PG-13,110.0,Focus Features,Original Screenplay,Drama,Contemporary Fiction,Stephen Daldry,7.7,38403.0
3968,Bedazzled,230030,2000,1101051-bedazzled,5.4,109,53,56,48,5.2,32,14,18,43,2.7,15017,45,37879996,90376224,,48000000.0,PG-13,93.0,20th Century Fox,Remake,Comedy,Contemporary Fiction,Harold Ramis,5.9,30946.0
3969,Pay It Forward,223897,2000,pay_it_forward,5,125,49,76,39,4.5,35,13,22,37,3.5,22458,82,33508922,33508922,,40000000.0,PG-13,123.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Mimi Leder,6.8,36762.0
3973,Book of Shadows: Blair Witch 2,229260,2000,book_of_shadows_blair_witch_2,3.4,103,13,90,12,3,29,2,27,6,2.1,7040,24,26421314,47721314,,15000000.0,R,90.0,Artisan,Original Screenplay,Horror,Contemporary Fiction,,4.0,16122.0
3974,The Little Vampire,192255,2000,little_vampire,5.5,65,35,30,53,5,20,9,11,45,2.7,4743,54,13555988,13555988,,22000000.0,PG,,New Line,Based on Book/Short Story,Comedy,Kids Fiction,,5.3,2202.0
3975,Lucky Number Slevin,425210,2006,the-bruce-movie,0,0,0,0,0,0,0,0,0,0,0,0,0,22495466,55495466,26858545.0,27000000.0,R,,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Paul McGuigan,7.8,91145.0
3977,Charlie's Angels: Full Throttle,305357,2003,charlies_angels_full_throttle,5,171,74,97,43,5,37,15,22,40,3,33126,54,100814328,227200000,,120000000.0,PG-13,106.0,Sony Pictures,Based on TV,Action,Contemporary Fiction,Joseph McGinty Nichol,4.7,43942.0
3978,The Legend of Bagger Vance,146984,2000,legend_of_bagger_vance,5.2,128,54,74,42,4.7,32,12,20,37,3.2,9150,64,30695227,39235486,,60000000.0,PG-13,126.0,Dreamworks SKG,Based on Book/Short Story,Drama,Historical Fiction,Robert Redford,6.4,21995.0
3979,Little Nicky,185431,2000,little_nicky,3.9,113,24,89,21,3.9,31,6,25,19,3.1,32660,64,39442871,58270391,,80000000.0,PG-13,90.0,New Line,Original Screenplay,Comedy,Fantasy,,5.0,35082.0
3980,Men of Honor,203019,2000,men_of_honor,5.3,102,42,60,41,5.7,31,17,14,54,3.6,13217,83,48814909,82339483,,32000000.0,R,128.0,20th Century Fox,Based on Real Life Events,Drama,Dramatization,,6.8,30630.0
3981,Red Planet,199753,2000,red_planet,3.7,98,12,86,12,3.4,28,3,25,10,2.6,5320,32,17480890,33463969,,80000000.0,PG-13,,Warner Bros.,Original Screenplay,Action,Science Fiction,,5.3,20989.0
3983,You Can Count on Me,203230,2000,you_can_count_on_me,8,96,91,5,94,7.7,29,27,2,93,4,2952,87,9180275,11005992,,1200000.0,R,,Paramount Vantage,Original Screenplay,Drama,Contemporary Fiction,,7.7,14261.0
3984,Diamonds Are Forever,66995,1971,diamonds_are_forever,6.4,36,24,12,66,5.7,6,3,3,50,3.4,12688,64,43800000,116000000,,7200000.0,,,MGM,Based on Book/Short Story,Action,,Guy Hamilton,6.7,25354.0
3986,The 6th Day,216216,2000,sixth_day,5.2,112,45,67,40,5.1,31,13,18,41,2.7,12583,38,34543701,96024898,,82000000.0,PG-13,123.0,Sony Pictures,Original Screenplay,Action,Science Fiction,Roger Spottiswoode,5.8,32606.0
3987,Bounce,186894,2000,bounce,5.5,105,54,51,51,5.1,32,14,18,43,2.7,3696,34,36779296,53399300,,35000000.0,PG-13,106.0,Miramax,Original Screenplay,Drama,Contemporary Fiction,,5.5,10702.0
3988,How the Grinch Stole Christmas,170016,2000,how_the_grinch_stole_christmas,5.6,127,67,60,52,5.2,31,16,15,51,3.1,34926,57,260044825,345141403,,123000000.0,PG,104.0,Universal,Based on Book/Short Story,Comedy,Kids Fiction,Ron Howard,5.7,40310.0
3991,102 Dalmatians,211181,2000,102_dalmatians,4.4,89,27,62,30,4.2,27,8,19,29,2.9,17460,44,66941559,66941559,,85000000.0,G,100.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Kevin Lima,4.4,7147.0
3994,Unbreakable,217869,2000,unbreakable,6.2,156,106,50,67,5.6,33,19,14,57,3.3,35079,73,94999143,248099143,,73243106.0,PG-13,107.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Super Hero,M. Night Shyamalan,7.3,97324.0
3998,Proof of Life,228750,2000,proof_of_life,5.3,113,44,69,38,4.9,32,10,22,31,2.9,6955,44,32598931,62761005,,65000000.0,R,135.0,Warner Bros.,Based on Magazine Article,Action,Contemporary Fiction,Taylor Hackford,6.1,23099.0
3999,Vertical Limit,190865,2000,vertical_limit,5.2,107,50,57,46,5.4,32,17,15,53,2.8,6863,44,68473360,213500000,,75000000.0,PG-13,124.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Martin Campbell,5.6,24294.0
4005,The Living Daylights,93428,1987,living_daylights,6.1,33,24,9,72,6.1,8,5,3,62,3.1,9634,61,51185000,191200000,,40000000.0,,,MGM,Based on Book/Short Story,Action,Contemporary Fiction,John Glen,6.7,23735.0
4006,Transformers,418279,2007,real-the-movie2005,0,0,0,0,0,0,0,0,0,0,0,0,0,319246193,708272592,290787166.0,151000000.0,PG-13,140.0,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,7.3,197131.0
4007,Wall Street,94291,1987,wall_street,6.8,48,37,11,77,4.5,7,2,5,28,3.5,10858,79,43848100,43848100,,15000000.0,,,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Oliver Stone,7.3,35454.0
4008,Born on the Fourth of July,96969,1989,born_on_the_fourth_of_july,7.3,36,32,4,88,6.6,7,5,2,71,3.3,11412,69,70001698,70001698,,14000000.0,,,Universal,Based on Book/Short Story,Drama,Dramatization,Oliver Stone,7.2,32108.0
4009,Talk Radio,96219,1988,talk_radio,6.7,25,20,5,80,0,4,2,2,50,3.6,1535,77,3468572,3468572,,4000000.0,,,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Oliver Stone,7.0,5659.0
4014,Chocolat,241303,2000,1103080-chocolat,6,114,71,43,62,6.1,32,20,12,62,3.6,62492,82,71309760,152500343,,25000000.0,PG-13,122.0,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Lasse Hallstrom,7.3,56176.0
4015,"Dude, Where's My Car?",242423,2000,dude_wheres_my_car,3.6,54,10,44,18,4.2,14,4,10,28,2.8,34490,52,46729374,73180297,,14000000.0,PG-13,83.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,,
4016,The Emperor's New Groove,120917,2000,emperors_new_groove,7,126,107,19,84,6.6,32,24,8,75,3.4,35081,75,89296573,169296573,,100000000.0,G,78.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Mark Dindal,7.4,23355.0
4018,What Women Want,207201,2000,what_women_want,5.6,118,62,56,52,5.8,32,20,12,62,3.1,33431,60,182805123,372100000,,65000000.0,PG-13,127.0,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Nancy Meyers,6.3,54525.0
4019,Finding Forrester,181536,2000,finding_forrester,6.5,122,90,32,73,6.3,30,21,9,70,3.4,15572,76,51768623,80013623,,43000000.0,PG-13,137.0,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Gus Van Sant,7.2,35966.0
4020,The Gift,219699,2000,1103231-gift,5.9,116,65,51,56,6.1,29,18,11,62,3.1,8477,56,12008642,44567606,,10000000.0,R,,Paramount Vantage,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Sam Raimi,6.7,28488.0
4022,Cast Away,162222,2000,cast_away,7.4,152,136,16,89,7.2,34,30,4,88,3.5,60473,80,233632142,427230516,,85000000.0,PG-13,144.0,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Robert Zemeckis,7.5,102936.0
4023,The Family Man,218967,2000,family_man,5.4,125,65,60,52,4.7,31,11,20,35,3.1,19358,66,75764085,124715863,,60000000.0,PG-13,126.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Brett Ratner,6.6,34090.0
4024,The House of Mirth,200720,2000,house_of_mirth,6.9,93,75,18,80,6.9,31,25,6,80,3.5,1118,69,3041803,3041803,,10000000.0,PG,,Sony Pictures Classics,Based on Book/Short Story,Drama,Historical Fiction,,6.8,4489.0
4025,Miss Congeniality,212346,2000,miss_congeniality,5.1,113,46,67,40,4.3,27,8,19,29,3.2,63572,71,106807667,212100000,,45000000.0,PG-13,110.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Donald Petrie,6.1,42323.0
4028,Songcatcher,210299,2000,songcatcher,6.3,80,57,23,71,6.3,26,19,7,73,3.7,521,77,3050934,3050934,,1800000.0,PG-13,,Lionsgate,Original Screenplay,Drama,Historical Fiction,,6.9,1997.0
4030,Dracula 2000,219653,2000,immortality2000,0,0,0,0,0,0,0,0,0,0,0,0,0,33000377,33000377,,28000000.0,R,99.0,Miramax,Original Screenplay,Horror,Contemporary Fiction,,4.8,14077.0
4031,All the Pretty Horses,149624,2000,all_the_pretty_horses,4.9,99,32,67,32,4.6,33,8,25,24,3,2957,43,15527125,18120267,,45000000.0,PG-13,,Miramax,Based on Book/Short Story,Western,Historical Fiction,Billy Bob Thornton,5.7,6511.0
4032,An Everlasting Piece,218182,2000,everlasting_piece,5.2,45,22,23,48,6.2,18,14,4,77,3.6,540,73,75078,75078,,4000000.0,R,,Dreamworks SKG,,,,Barry Levinson,6.0,1097.0
4033,Thirteen Days,146309,2000,thirteen_days,7.1,114,94,20,82,7.1,28,24,4,85,3.4,4777,76,34566746,66554547,,80000000.0,PG-13,145.0,New Line,Based on Real Life Events,Drama,Dramatization,Roger Donaldson,7.3,23578.0
4034,Traffic,181865,2000,1103281-traffic,8,149,136,13,91,7.8,39,36,3,92,3.5,26217,81,124107476,208300000,,48000000.0,R,147.0,USA Films,Based on TV,Drama,Contemporary Fiction,Steven Soderbergh,7.8,85759.0
4035,The Claim,218378,2000,claim,5.8,83,52,31,62,6.2,28,18,10,64,3.1,892,46,622023,622023,,13000000.0,R,,MGM,Based on Book/Short Story,Western,Historical Fiction,,6.5,3681.0
4036,Shadow of the Vampire,189998,2000,shadow_of_the_vampire,7,133,108,25,81,6.9,32,27,5,84,3.4,5965,69,8279017,8279017,,8000000.0,R,,Lionsgate,Original Screenplay,Drama,Historical Fiction,E. Elias Merhige,6.8,18221.0
4042,The Alamo,318974,2004,general-santa-ana,0,0,0,0,0,0,0,0,0,0,0,0,0,7900000,7900000,,12000000.0,PG-13,,United Artists,Original Screenplay,Western,Historical Fiction,John Wayne,5.9,10063.0
4042,The Alamo,318974,2004,general-santa-ana,0,0,0,0,0,0,0,0,0,0,0,0,0,22406362,23911362,,92000000.0,PG-13,137.0,Walt Disney Pictures,Based on Real Life Events,Western,Dramatization,,5.9,10063.0
4047,Gettysburg,107007,1993,1046038-gettysburg,7.1,15,13,2,86,0,3,3,0,100,3.7,4656,86,10731997,10731997,,25000000.0,,,New Line,,Drama,,,7.6,11215.0
4052,Antitrust,218817,2001,antitrust,4.1,102,25,77,24,4,31,9,22,29,2.8,5738,48,10965209,10965209,,30000000.0,PG-13,,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,6.0,16263.0
4053,Double Take,238948,2001,1104038-double_take,3.4,75,9,66,12,3.5,22,4,18,18,2.8,2242,47,29823162,29823162,,24000000.0,PG-13,88.0,Walt Disney Pictures,Remake,Action,Contemporary Fiction,,6.8,162.0
4055,Panic Room,258000,2002,panic_room,6.9,178,136,42,76,6.6,34,24,10,70,3,19615,61,95308367,196308367,,48000000.0,R,112.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,6.9,68737.0
4056,The Pledge,237572,2001,1104203-pledge,6.8,119,92,27,77,7.1,36,31,5,86,3.2,4315,55,19719930,29406132,,45000000.0,R,,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Sean Penn,6.9,22609.0
4062,Mystic Pizza,95690,1988,1165378-romantic_movie_favorites,0,0,0,0,0,0,0,0,0,0,0,0,0,12793213,12793213,,6000000.0,,,Samuel Goldwyn Films,Original Screenplay,Comedy,Contemporary Fiction,Donald Petrie,5.9,8413.0
4069,The Wedding Planner,209475,2001,wedding_video,0,2,2,0,100,0,0,0,0,0,0,0,0,60400856,94728529,,28000000.0,PG-13,103.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Adam Shankman,4.8,18717.0
4084,Beverly Hills Cop II,92644,1987,beverly_hills_cop_2,4.8,24,11,13,45,0,1,0,1,0,3.1,15724,63,153665036,276665036,,20000000.0,R,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,6.1,29712.0
4085,Beverly Hills Cop,86960,1984,beverly_hills_cop,7.1,36,30,6,83,6.4,5,3,2,60,3.4,24776,73,234760478,316300000,,15000000.0,,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Martin Brest,7.3,45065.0
4093,Paul Blart: Mall Cop,1114740,2009,paul_blart_mall_cop,4.6,106,37,69,34,4.5,25,8,17,32,3.2,234394,50,146336178,180449670,53105030.0,26000000.0,PG,91.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,5.3,23753.0
4096,Cursed,257516,2005,you-must-kill,0,0,0,0,0,0,0,0,0,0,0,0,0,19294901,25114901,,35000000.0,PG-13,,Miramax/Dimension,Original Screenplay,Horror,Fantasy,Wes Craven,4.8,14425.0
4098,Dawn of the Dead,363547,2004,dawn_of_the_dead,6.7,171,130,41,76,6.1,32,20,12,62,3.4,49706,75,5100000,55000000,,1500000.0,,,United Film Distribution Co.,,Horror,,,7.4,73875.0
4098,Dawn of the Dead,363547,2004,dawn_of_the_dead,6.7,171,130,41,76,6.1,32,20,12,62,3.4,49706,75,58990765,102290765,,28000000.0,R,100.0,Universal,Remake,Horror,Science Fiction,Zack Snyder,7.4,73875.0
4105,The Evil Dead,83907,1981,the-evil-dead,8.1,45,45,0,100,0,3,3,0,100,3.6,26792,81,2400000,29400000,,375000.0,NC-17,,New Line,,Horror,,Sam Raimi,7.6,45030.0
4116,Hollywood Shuffle,93200,1987,hollywood-shuffle,6.5,23,20,3,86,6.6,5,4,1,80,0,0,0,5228617,5228617,,100000.0,,,,,,,,6.8,1532.0
4123,Ishtar,93278,1987,ishtar,3.4,26,5,21,19,0,1,0,1,0,2.3,1043,33,14375181,14375181,,40000000.0,,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,3.7,6094.0
4139,No Man's Land,283509,2001,no_mans_land,7.8,97,90,7,92,8.2,24,23,1,95,4.1,3608,92,1067481,2684207,,1000000.0,R,,MGM,Original Screenplay,Drama,Historical Fiction,,8.0,19600.0
4141,Head Over Heels,192111,2001,1104725-head_over_heels,3.3,86,8,78,9,3.7,28,5,23,17,2.9,5738,60,10397365,10397365,,14000000.0,PG-13,,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Mark Waters,4.8,6574.0
4142,Left Behind,190524,2000,left_behind,3.1,41,5,36,12,3.2,15,2,13,13,3.2,3491,66,4221341,4221341,,18500000.0,PG-13,,Cloud Ten Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,5.0,43.0
4143,Valentine,242998,2001,valentine,3.1,69,6,63,8,3.1,21,3,18,14,2.5,6295,40,20384136,20384136,,10000000.0,R,96.0,Warner Bros.,Based on Book/Short Story,Horror,Contemporary Fiction,,4.3,11435.0
4145,Cabin Fever,303816,2002,1125409-cabin_fever,5.9,134,84,50,62,5.2,31,15,16,48,2.6,15690,45,21158188,30553394,,1500000.0,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Eli Roth,5.4,28417.0
4148,Hannibal,212985,2001,1104385-hannibal,5.1,162,63,99,38,4.8,37,14,23,37,3.4,44476,69,165092266,350100280,,87000000.0,R,131.0,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,Ridley Scott,6.4,74862.0
4149,Saving Silverman,239948,2001,saving_silverman,3.3,98,16,82,16,2.6,33,2,31,6,3,11086,52,19351569,19351569,,22000000.0,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Dennis Dugan,5.6,18748.0
4153,Down to Earth,231775,2001,1104813-down_to_earth,3.9,94,18,76,19,4,30,8,22,26,2.8,6402,46,64172251,71172251,,30000000.0,PG-13,87.0,Paramount Pictures,Remake,Comedy,Fantasy,Paul Weitz,5.0,9193.0
4154,Recess: School's Out,265632,2001,recess_schools_out,5.9,68,42,26,61,5.3,19,10,9,52,3.1,1678,51,36696761,44451470,,10000000.0,G,83.0,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,,6.2,2176.0
4155,Sweet November,230838,2001,1104841-sweet_november,3.5,95,15,80,15,3.3,33,6,27,18,3.4,24564,76,25288103,65754228,,40000000.0,PG-13,120.0,Warner Bros.,Remake,Drama,Contemporary Fiction,,6.0,20891.0
4156,Company Man,177650,2000,company_man,3.3,62,9,53,14,2.9,23,1,22,4,2.9,433,40,146028,146028,,12000000.0,PG-13,,,,,,,5.0,1305.0
